track,artist,popularity,artist_popularity,artist_followers,duration_min,is_explicit,release_year,genre,album_tracks,hit_flag
Luxury,Azealia Banks,1,59,1134449,2.8,1,2014,ballroom vogue,16,0
"Alan Turing's Legacy (From The Imitation Game"" Soundtrack)""",Alexandre Desplat,48,62,344387,1.94,0,2014,soundtrack,21,0
The Imitation Game,Alexandre Desplat,57,62,344334,2.61,0,2014,soundtrack,21,0
Take Me To Church,Hozier,1,82,9112977,4.02,0,2014,Other,26,0
The Theory of Everything,Jóhann Jóhannsson,58,60,313454,1.14,0,2014,neoclassical,27,0
The Whirling Ways of Stars that Pass,Jóhann Jóhannsson,44,60,313556,1.87,0,2014,neoclassical,27,0
Camping,Jóhann Jóhannsson,56,60,313511,1.31,0,2014,neoclassical,27,0
Chalkboard,Jóhann Jóhannsson,54,60,313454,1.08,0,2014,neoclassical,27,0
Blame (feat. John Newman),Calvin Harris,80,84,23078931,3.54,0,2014,edm,15,1
Laridé,Jessica Baran-Surel,39,36,11260,2.05,0,2014,medieval,14,0
Summer,Calvin Harris,82,84,23078931,3.7,0,2014,edm,15,1
Outside (feat. Ellie Goulding),Calvin Harris,85,84,23078931,3.78,0,2014,edm,15,1
Shake It Off,Taylor Swift,71,100,145396321,3.65,0,2014,country,13,1
All You Had To Do Was Stay,Taylor Swift,58,100,145396321,3.22,0,2014,country,13,0
Bad Blood,Taylor Swift,65,100,145396321,3.53,0,2014,country,13,0
Blank Space,Taylor Swift,74,100,145489371,3.86,0,2014,country,13,1
Clean,Taylor Swift,54,100,145443567,4.51,0,2014,country,19,0
Make You Miss Me,Sam Hunt,38,65,2473717,3.76,0,2014,country,10,0
New Romantics,Taylor Swift,61,100,145396321,3.84,0,2014,country,19,0
Style,Taylor Swift,73,100,145489371,3.85,0,2014,country,13,1
This Love,Taylor Swift,49,100,145396321,4.16,0,2014,country,19,0
How You Get The Girl,Taylor Swift,55,100,145443567,4.12,0,2014,country,19,0
Wildest Dreams,Taylor Swift,66,100,145443567,3.67,0,2014,country,13,0
Wildest Dreams,Taylor Swift,50,100,145396321,3.67,0,2014,country,19,0
Wonderland,Taylor Swift,54,100,145443567,4.09,0,2014,country,19,0
You Are In Love,Taylor Swift,54,100,145443567,4.45,0,2014,country,19,0
Eye of the Tiger,Survivor,51,67,1405055,4.06,0,2014,Other,35,0
Take Your Time,Sam Hunt,63,65,2473903,4.06,0,2014,country,10,0
The Devil in I,Slipknot,73,78,14078228,5.71,0,2014,nu metal,16,1
You Know You Like It,DJ Snake,74,77,9281733,4.12,0,2014,Other,1,1
Confession,Florida Georgia Line,56,70,5588772,3.17,0,2014,country,12,0
Dirt,Florida Georgia Line,60,70,5588772,3.84,0,2014,country,12,0
Bang Bang,Jessie J,81,71,12190846,3.32,0,2014,Other,15,1
The Walking Dead Theme,Retrospectre,32,47,6375,0.65,0,2014,Other,22,0
Tryin' to Love Me,Jason Aldean,58,75,7053393,3.76,0,2014,country,15,0
Gonna Know We Were Here,Jason Aldean,59,75,7053393,3.73,0,2014,country,15,0
Real Love,Clean Bandit,48,74,5973844,3.66,0,2014,Other,1,0
Little Do You Know,Alex & Sierra,69,52,1235269,3.08,0,2014,Other,13,0
Whiplash,Hank Levy,0,39,8803,1.92,0,2014,jazz,24,0
Girl Got A Gun,Tokio Hotel,46,62,1360190,2.78,0,2014,Other,15,0
Shaun of the Dead Main Theme (Instrumental Mix),Halloween All-Stars,0,33,6103,1.34,0,2014,Other,60,0
2 On (feat. ScHoolboy Q),Tinashe,81,76,3083443,3.78,1,2014,alternative r&b,18,1
Sangria,Blake Shelton,65,69,7507062,3.89,0,2014,country,12,0
Yellow Flicker Beat,Lorde,60,80,10539134,3.87,0,2014,Other,1,0
Habits (Stay High),Tove Lo,75,71,3676745,3.48,0,2014,Other,18,1
Talking Body,Tove Lo,70,71,3676745,3.97,1,2014,Other,18,1
Hunger Of The Pine,alt-J,0,67,3424761,4.99,0,2014,indie,14,0
Work Song,Hozier,74,82,9114093,3.82,0,2014,Other,13,1
Arsonist's Lullabye,Hozier,59,82,9111905,4.44,0,2014,Other,26,0
Take Me To Church,Hozier,83,82,9112977,4.02,0,2014,Other,13,1
Take Me to Church,Hozier,79,82,9112977,4.02,0,2014,Other,15,1
Do I Wanna Know? - Live At the BBC,Hozier,72,82,9111905,4.29,0,2014,Other,26,1
Valiant Hearts: The Great War - Little Trinketry - Cover Version,The Blue Notes,29,38,10148,2.75,0,2014,Other,1,0
Loyal (feat. Lil Wayne & Tyga),Chris Brown,79,87,28327351,4.41,1,2014,r&b,22,1
Superheroes,The Script,76,74,8809453,4.09,0,2014,Other,11,1
The Maze Runner,John Paesano,43,47,52307,2.83,0,2014,soundtrack,21,0
Riptide,Vance Joy,80,74,3482109,3.4,0,2014,folk pop,13,1
Riptide,Vance Joy,10,74,3482109,3.4,0,2014,folk pop,15,0
Ava,Famy,0,50,60303,3.97,0,2014,Other,12,0
In the Dark,Cathedrals,43,32,42600,3.72,0,2014,Other,6,0
Animals,Maroon 5,81,85,45771951,3.85,0,2014,pop,12,1
Sugar,Maroon 5,80,85,45764832,3.92,1,2014,pop,12,1
Maps,Maroon 5,84,85,45764832,3.16,0,2014,pop,12,1
One Last Time,Ariana Grande,50,90,107374593,3.28,0,2014,pop,15,0
Perfect Storm,Brad Paisley,47,64,2898444,3.91,0,2014,country,15,0
Collide (feat. Tyga),Justine Skye,70,61,956325,4.33,1,2014,Other,1,1
Bang Bang,Jessie J,59,71,12190846,3.32,0,2014,Other,15,0
Best Mistake,Ariana Grande,66,90,107418606,3.89,0,2014,pop,15,0
Break Free,Ariana Grande,80,90,107389514,3.58,0,2014,pop,15,1
Just A Little Bit Of Your Heart,Ariana Grande,61,90,107401919,3.87,0,2014,pop,15,0
Problem,Ariana Grande,78,90,107401919,3.23,0,2014,pop,15,1
Love Me Harder,Ariana Grande,83,90,107374593,3.93,0,2014,pop,15,1
One Last Time,Ariana Grande,85,90,107374593,3.28,0,2014,pop,15,1
Ride,Chase Rice,57,56,1251973,4.02,1,2014,country,18,0
Ride It Out,Sarah Jaffe,0,31,53066,3.8,0,2014,Other,12,0
We Dem Boyz,Wiz Khalifa,63,81,12078615,3.74,1,2014,rap,15,0
Gonna Wanna Tonight,Chase Rice,55,56,1251973,3.58,0,2014,country,18,0
Heart Like Yours,Willamette Stone,0,40,71661,3.34,0,2014,Other,18,0
Come on Over,Royal Blood,51,60,1707968,2.89,0,2014,garage rock,10,0
Days Before Rodeo: The Prayer,Travis Scott,57,89,41107596,3.34,1,2014,rap,12,0
Drugs You Should Try It,Travis Scott,70,89,41107596,3.47,1,2014,rap,12,1
"Flying Theme (From E.T. the Extra-Terrestrial"")""",John Williams,43,70,1605379,3.71,0,2014,soundtrack,28,0
"Main Theme (From Schindler's List"")""",Itzhak Perlman,37,62,174783,3.52,0,2014,classical,28,0
Out of the Black,Royal Blood,60,60,1708042,4.0,1,2014,garage rock,10,0
Clay Pigeons,Michael Cera,62,49,247537,3.1,0,2014,Other,18,0
Break Up In A Small Town,Sam Hunt,45,65,2473426,3.86,0,2014,country,4,0
After Dark,Mr.Kitty,63,62,837453,4.28,0,2014,witch house,15,0
Xiii,Mr.Kitty,39,61,837146,3.56,0,2014,witch house,15,0
"Honey, I'm Good",Andy Grammer,71,65,1334303,3.32,0,2014,Other,16,1
"Honey, I'm Good.",Andy Grammer,4,65,1334256,3.32,0,2014,Other,11,0
East Liberty,PARTYNEXTDOOR,67,83,10103479,2.88,0,2014,dark r&b,12,0
Sex on the Beach,PARTYNEXTDOOR,73,83,10103479,3.82,1,2014,dark r&b,12,1
Hot N*gga,Bobby Shmurda,68,56,1603613,3.24,1,2014,Other,1,0
Wake up Loving You,Old Dominion,44,67,1738248,3.8,0,2014,country,3,0
PAPARAZZI,Girls' Generation,46,62,2833512,3.78,0,2014,k-pop,16,0
Tumblr Girls (feat. Christoph Andersson),G-Eazy,56,74,6294820,4.26,1,2014,Other,16,0
Chandelier,Sia,81,82,30556621,3.6,0,2014,Other,12,1
Elastic Heart,Sia,77,82,30550549,4.28,0,2014,Other,12,1
Far Over the Misty Mountains Cold,Clamavi De Profundis,45,47,115339,7.72,0,2014,sea shanties,1,0
Tell Me If You Wanna Go Home,Keira Knightley,47,43,77758,3.65,0,2014,Other,16,0
Na Na,Trey Songz,64,69,7745199,3.86,0,2014,r&b,13,0
Love,Mica Levi,0,30,49104,5.16,0,2014,soundtrack,12,0
Pain,Boy Harsher,0,52,406556,7.32,0,2014,darkwave,6,0
Tessa,Steve Jablonsky,56,57,218503,5.75,0,2014,soundtrack,4,0
The Unassuming Happy Docks,Raison Varner,0,29,2957,2.29,0,2014,Other,13,0
Am I Wrong,Nico & Vinz,78,61,573365,4.09,0,2014,Other,21,1
"Bemidji, MN (Fargo Series Main Theme)",Jeff Russo,36,42,35140,2.46,0,2014,soundtrack,28,0
She Looks So Perfect,5 Seconds of Summer,69,76,10246566,3.37,0,2014,Other,16,0
Rude,MAGIC!,83,66,1609417,3.74,0,2014,Other,11,1
Make Me Fade,K.Flay,0,60,644923,4.1,1,2014,Other,13,0
Can’t Sleep,K.Flay,59,61,644963,4.19,1,2014,Other,13,0
Afire Love,Ed Sheeran,56,88,122773292,5.23,0,2014,soft pop,16,0
Bloodstream,Ed Sheeran,63,88,122773292,5.0,0,2014,soft pop,16,0
Photograph,Ed Sheeran,86,88,122789460,4.31,0,2014,soft pop,16,1
Runaway,Ed Sheeran,54,88,122802777,3.41,0,2014,soft pop,16,0
Shirtsleeves,Ed Sheeran,49,88,122773292,3.17,0,2014,soft pop,16,0
Sing,Ed Sheeran,68,88,122802777,3.92,0,2014,soft pop,16,0
Don't,Ed Sheeran,71,88,122773292,3.66,0,2014,soft pop,16,1
Even My Dad Does Sometimes,Ed Sheeran,50,88,122773292,3.8,0,2014,soft pop,16,0
Nina,Ed Sheeran,53,88,122802777,3.75,0,2014,soft pop,16,0
One,Ed Sheeran,59,88,122802777,4.21,0,2014,soft pop,16,0
I See Fire,Ed Sheeran,1,88,122773292,4.98,0,2014,soft pop,16,0
I'm a Mess,Ed Sheeran,59,88,122773292,4.07,0,2014,soft pop,16,0
Take It Back,Ed Sheeran,49,88,122802777,3.47,0,2014,soft pop,16,0
Tenerife Sea,Ed Sheeran,66,88,122789460,4.02,0,2014,soft pop,16,0
The Man,Ed Sheeran,49,88,122789460,4.17,0,2014,soft pop,16,0
Thinking out Loud,Ed Sheeran,84,88,122802777,4.69,0,2014,soft pop,16,1
Epic China (War Thunder Trailer),Jamie Salisbury aka Jonas West,29,12,190,2.8,0,2014,Other,1,0
Together We Map the World,John Powell,39,64,301384,2.31,0,2014,soundtrack,20,0
Stoick's Ship,John Powell,45,64,301384,3.78,0,2014,soundtrack,19,0
Flying With Mother,John Powell,46,63,301146,2.79,0,2014,soundtrack,19,0
Moth,HELLYEAH,55,49,764106,4.85,1,2014,groove metal,12,0
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,80,81,7319540,4.04,1,2014,trap soul,1,1
Guilty All the Same (feat. Rakim),Linkin Park,57,88,31785695,5.91,0,2014,nu metal,12,0
Hangover,PSY,44,62,1819643,3.94,0,2014,k-pop,1,0
Hate Yourself,TV Girl,66,79,12552680,3.56,0,2014,Other,12,0
The Blonde,TV Girl,78,79,12544566,3.79,0,2014,Other,12,1
Louise,TV Girl,69,80,12560191,3.24,0,2014,Other,12,0
Lovers Rock,TV Girl,86,80,12569270,3.56,0,2014,Other,12,1
Daughter of a Cop,TV Girl,61,79,12544566,2.55,0,2014,Other,12,0
Gooey,Glass Animals,68,73,4568462,4.82,0,2014,Other,11,0
I'm Not The Only One,Sam Smith,85,81,26272346,3.98,0,2014,soft pop,10,1
Lay Me Down,Sam Smith,75,81,26272346,4.22,0,2014,soft pop,10,1
Like I Can,Sam Smith,72,81,26278854,2.78,0,2014,soft pop,10,1
Stay With Me,Sam Smith,82,81,26272346,2.87,0,2014,soft pop,10,1
Nothing Lasts,Bedroom,56,52,316990,4.86,0,2014,Other,9,0
Take Me To Church,Hozier,0,82,9114093,4.02,0,2014,Other,17,0
True Love,Coldplay,57,88,60804949,4.1,0,2014,Other,9,0
A Sky Full of Stars,Coldplay,85,88,60804949,4.46,0,2014,Other,9,1
Always in My Head,Coldplay,66,88,60804949,3.61,0,2014,Other,9,0
Magic,Coldplay,70,88,60818952,4.75,0,2014,Other,9,1
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,75,62,264457,3.15,0,2014,french indie pop,2,1
Confident,Justin Bieber,85,91,85034636,4.13,0,2014,pop,16,1
Final Breath,Cœur De Pirate,34,56,510365,2.07,0,2014,french pop,18,0
Video Games - Piano & Orchestra Version of Lana Del Rey's Video Games,Jonas Kvarnström,9,41,20833,3.69,0,2014,Other,17,0
Love Never Felt So Good,Michael Jackson,75,85,37446069,4.1,0,2014,Other,17,1
Chicago,Michael Jackson,82,85,37446069,4.09,0,2014,Other,17,1
10 Lovers,The Black Keys,52,68,4138541,3.55,0,2014,blues rock,11,0
Bailando - English Version,Enrique Iglesias,48,77,11932306,4.05,0,2014,latin pop,12,0
Somewhere Only We Know,Lily Allen,49,72,2211843,3.47,0,2014,Other,14,0
Tennis Court - Flume Remix,Lorde,63,80,10540190,6.06,1,2014,Other,1,0
Shower,Becky G,77,74,16646605,3.43,0,2014,reggaeton,1,1
grey l.a.,blackbear,31,71,5067710,3.28,1,2014,Other,6,0
Snakes,Pixies,23,68,3544284,3.75,0,2014,alternative rock,25,0
Not About Angels,Birdy,70,68,3737128,3.15,0,2014,Other,1,1
Chamber Of Reflection,Mac DeMarco,82,79,7996784,3.86,0,2014,indie,11,1
human,Christina Perri,64,71,4307803,4.17,0,2014,soft pop,13,0
human,Christina Perri,60,71,4307803,4.17,0,2014,soft pop,13,0
La La La,Shakira,24,85,39777995,3.1,0,2014,latin pop,17,0
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,26,85,39777995,3.29,0,2014,latin pop,17,0
La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira,29,85,39788275,3.29,0,2014,latin pop,17,0
Loca por Ti,Shakira,22,85,39777995,3.69,0,2014,latin pop,17,0
Medicine (feat. Blake Shelton),Shakira,22,85,39777995,3.3,0,2014,latin pop,17,0
Nunca Me Acuerdo de Olvidarte,Shakira,25,85,39798156,3.44,0,2014,latin pop,17,0
Cut Me Deep (feat. MAGIC!),Shakira,23,85,39777995,3.26,0,2014,latin pop,17,0
Dare (La La La),Shakira,51,85,39798156,3.1,0,2014,latin pop,17,0
Empire,Shakira,37,85,39788275,3.98,0,2014,latin pop,17,0
You Don't Care About Me,Shakira,24,85,39777995,3.69,0,2014,latin pop,17,0
23,Shakira,22,85,39788275,3.99,0,2014,latin pop,17,0
Broken Record,Shakira,21,85,39798156,3.24,0,2014,latin pop,17,0
Can't Remember to Forget You (feat. Rihanna),Shakira,52,85,39788275,3.44,0,2014,latin pop,17,0
Chasing Shadows,Shakira,21,85,39777995,3.52,0,2014,latin pop,17,0
Spotlight,Shakira,22,85,39809584,3.38,0,2014,latin pop,17,0
That Way,Shakira,25,85,39798156,3.14,0,2014,latin pop,17,0
The One Thing,Shakira,21,85,39777995,3.2,0,2014,latin pop,17,0
Heaven Knows,The Pretty Reckless,56,59,1552511,3.74,0,2014,Other,12,0
Bailando - Spanish Version,Enrique Iglesias,45,77,11932306,4.05,0,2014,latin pop,16,0
Can't Remember to Forget You (feat. Rihanna),Shakira,2,85,39777995,3.44,0,2014,latin pop,15,0
Fire Away (with Kid Harpoon),Skrillex,42,74,7528679,5.68,1,2014,dubstep,11,0
Can't Remember to Forget You (feat. Rihanna),Shakira,79,85,39777995,3.44,0,2014,latin pop,15,1
So High,Doja Cat,78,86,34748949,3.35,1,2014,Other,1,1
Only Love Can Hurt Like This,Paloma Faith,80,64,1499294,3.88,0,2014,Other,24,1
A Soft Embrace,Deep Inside,0,19,3154,2.63,0,2014,Other,7,0
"Happy - From Despicable Me 2""""",Pharrell Williams,79,79,5315301,3.88,0,2014,Other,11,1
I Just Want You,Cole Swindell,46,64,2565362,3.91,0,2014,country,12,0
Ain't Worth the Whiskey,Cole Swindell,62,64,2565032,3.19,0,2014,country,12,0
Black Out Days,Phantogram,74,69,967620,3.78,0,2014,Other,11,1
Ana Keter,Sherine,41,66,9676780,5.8,0,2014,egyptian pop,12,0
Shokran Ya Shahm,Sherine,36,66,9668759,3.76,0,2014,egyptian pop,12,0
Tagroba Mo'lema,Sherine,30,66,9668759,4.73,0,2014,egyptian pop,12,0
We Meen Ekhtar,Sherine,54,66,9661696,4.52,0,2014,egyptian pop,12,0
Da' El Saytara,Sherine,39,66,9661696,3.37,0,2014,egyptian pop,12,0
Elet El Noum,Sherine,41,66,9676780,3.32,0,2014,egyptian pop,12,0
Fe Leila,Sherine,57,66,9661696,3.86,0,2014,egyptian pop,12,0
Khayneen,Sherine,39,66,9668759,3.57,0,2014,egyptian pop,12,0
Kolly Melkak,Sherine,50,66,9661696,4.81,0,2014,egyptian pop,12,0
Ya Layaly,Sherine,63,66,9676780,4.98,0,2014,egyptian pop,12,0
Mesh Khayfa,Sherine,52,66,9668759,3.34,0,2014,egyptian pop,12,0
Metakhda Mel Ayam,Sherine,51,66,9661696,4.14,0,2014,egyptian pop,12,0
Just Like Sleep,Passarella Death Squad,25,22,4480,6.16,0,2014,Other,2,0
Toumast Tincha,Tinariwen,47,47,453184,4.33,0,2014,gnawa,11,0
Waves - Robin Schulz Radio Edit,Mr. Probz,78,64,354987,3.46,0,2014,Other,1,1
"Skyrim - Dragonborn Theme”""",Video Games Live,43,37,104042,3.9,0,2014,Other,15,0
Left Behind,Gustavo Santaolalla,36,63,394922,3.92,0,2014,soundtrack,25,0
My Best Friend,Tim McGraw,47,69,5042529,4.66,0,2014,country,14,0
Nassau Shores,Bear McCreary,0,59,241512,2.18,0,2014,celtic,21,0
Theme from Black Sails,Bear McCreary,0,59,241512,3.29,0,2014,celtic,21,0
All Saints,Bear McCreary,0,59,241463,2.31,0,2014,celtic,21,0
Captain Kidd,Bear McCreary,0,59,241502,2.63,0,2014,celtic,21,0
iii,Hucci,33,41,78161,5.08,1,2014,edm trap,1,0
Clamanda,Bear McCreary,0,59,241512,1.26,0,2014,celtic,21,0
Wondrous Love,Bear McCreary,0,59,241512,1.95,0,2014,celtic,21,0
Bloodsuckers,Johnny Hollow,35,29,32152,2.6,0,2014,Other,16,0
Am I Wrong,Nico & Vinz,56,61,573474,4.12,0,2014,Other,1,0
Say Something,A Great Big World,70,57,649992,3.82,0,2014,Other,13,1
Rather Be (feat. Jess Glynne),Clean Bandit,73,74,5975530,3.79,0,2014,Other,1,1
Mind Over Matter,Young the Giant,70,65,1704555,4.07,0,2014,Other,13,1
Show Me (feat. Chris Brown),Kid Ink,74,67,2967234,3.63,1,2014,Other,18,1
Somebody,Natalie La Rose,64,46,128961,3.16,0,2014,Other,1,0
Pretty When You Cry,Lana Del Rey,75,88,51798111,3.9,1,2014,alternative pop,14,1
Sad Girl,Lana Del Rey,78,88,51798111,5.29,0,2014,alternative pop,14,1
Shades Of Cool,Lana Del Rey,67,88,51773650,5.7,0,2014,alternative pop,14,0
Shake It Off,Taylor Swift,80,100,145443567,3.65,0,2014,country,19,1
Shots Fired,Le Castle Vania,51,51,126704,3.18,0,2014,Other,27,0
Somebody To You,The Vamps,70,62,5912706,3.08,0,2014,Other,15,1
Stay With Me,Sam Smith,0,81,26278854,2.87,0,2014,soft pop,10,0
Story Of Wick,Tyler Bates,47,50,88437,3.08,0,2014,soundtrack,27,0
Let It Ride,Brantley Gilbert,33,63,3029394,4.63,0,2014,country,11,0
Like A Wrecking Ball,Eric Church,66,71,4140524,3.31,0,2014,country,12,0
Love Story,Indila,77,69,2545147,5.27,0,2014,french pop,10,1
Money Power Glory,Lana Del Rey,64,88,51821190,4.51,0,2014,alternative pop,14,0
My Nigga,YG,0,71,3477960,3.92,1,2014,Other,17,0
New Romantics,Taylor Swift,64,100,145443567,3.84,0,2014,country,19,0
Norman,Steven Price,26,48,39163,2.84,0,2014,soundtrack,19,0
Old Money,Lana Del Rey,67,88,51821190,4.52,0,2014,alternative pop,14,0
Out Of The Woods,Taylor Swift,63,100,145396321,3.93,0,2014,country,19,0
Wildest Dreams,Taylor Swift,74,100,145443567,3.67,0,2014,country,13,1
Wildest Dreams,Taylor Swift,55,100,145396321,3.67,0,2014,country,19,0
Wonderland,Taylor Swift,56,100,145489371,4.09,0,2014,country,19,0
Work,Iggy Azalea,58,67,6619312,3.71,1,2014,Other,12,0
You Are In Love,Taylor Swift,57,100,145396321,4.45,0,2014,country,19,0
Style,Taylor Swift,82,100,145396321,3.85,0,2014,country,19,1
T.I.N.A. - Radio Edit,Fuse ODG,43,59,150256,3.36,0,2014,azonto,16,0
The Heart Wants What It Wants,Selena Gomez,72,81,53263844,3.78,0,2014,Other,1,1
The New Lobby Boy,Alexandre Desplat,32,62,344371,2.29,0,2014,soundtrack,32,0
The Nights,Avicii,83,79,23434221,2.94,0,2014,edm,4,1
The Other Woman,Lana Del Rey,75,88,51798111,3.03,0,2014,alternative pop,14,1
This Love,Taylor Swift,54,100,145396321,4.16,0,2014,country,19,0
Ultraviolence,Lana Del Rey,78,88,51798111,4.19,0,2014,alternative pop,14,1
Washing Machine Heart (Slowed + Reverb),Lee An,0,16,259,3.34,0,2014,Other,1,0
Welcome To New York,Taylor Swift,52,100,145396321,3.54,0,2014,country,19,0
West Coast,Lana Del Rey,60,88,51773650,4.27,0,2014,alternative pop,15,0
West Coast,Lana Del Rey,82,88,51798111,4.27,0,2014,alternative pop,14,1
What I Can't Put Down,Jon Pardi,57,73,2338518,3.38,0,2014,country,11,0
All You Had To Do Was Stay,Taylor Swift,51,100,145396321,3.22,0,2014,country,19,0
Anakin and Padmé,Kevin Kiner,39,46,41379,1.8,0,2014,soundtrack,28,0
Bad Blood,Taylor Swift,53,100,145443567,3.53,0,2014,country,19,0
Bang Bang,Asaf Avidan,29,58,447612,3.38,0,2014,Other,12,0
Best Day Of My Life,American Authors,78,62,1646684,3.23,0,2014,Other,11,1
Black Beauty,Lana Del Rey,69,88,51821190,5.24,0,2014,alternative pop,14,0
Black Widow,Iggy Azalea,66,67,6619051,3.49,1,2014,Other,12,0
Blank Space,Taylor Swift,59,100,145396321,3.86,0,2014,country,13,0
Blank Space,Taylor Swift,83,100,145489371,3.86,0,2014,country,19,1
Blank Space - Voice Memo,Taylor Swift,0,100,145443567,2.18,0,2014,country,19,0
Breathe,Olly Alexander (Years & Years),73,68,2041343,3.88,0,2014,Other,4,1
Brooklyn Baby,Lana Del Rey,82,88,51773650,5.86,1,2014,alternative pop,14,1
Can We Dance,The Vamps,62,62,5912557,3.21,0,2014,Other,15,0
Clean,Taylor Swift,57,100,145489371,4.51,0,2014,country,19,0
Comanche - Remastered,Revels,29,14,1525,2.0,0,2014,doo-wop,20,0
Counting Stars,OneRepublic,73,81,18700851,4.29,0,2014,soft pop,15,1
Cruel World,Lana Del Rey,62,88,51821190,6.65,1,2014,alternative pop,14,0
Dangerous Love,Fuse ODG,58,59,150203,3.92,0,2014,azonto,16,0
Dernière danse,Indila,79,69,2545147,3.55,0,2014,french pop,10,1
Emma,Steven Price,26,49,39183,2.59,0,2014,soundtrack,19,0
Fancy,Iggy Azalea,67,67,6619312,3.33,1,2014,Other,15,0
Florida Kilos,Lana Del Rey,64,88,51821190,4.26,0,2014,alternative pop,14,0
Fucked My Way Up To The Top,Lana Del Rey,63,88,51773650,3.53,1,2014,alternative pop,14,0
Guns And Roses,Lana Del Rey,58,88,51821190,4.51,0,2014,alternative pop,14,0
Habits (Stay High),Tove Lo,76,72,3676957,3.48,0,2014,Other,16,1
How You Get The Girl,Taylor Swift,59,100,145396321,4.12,0,2014,country,19,0
I Know Places,Taylor Swift,53,100,145396321,3.26,0,2014,country,19,0
I Know Places - Voice Memo,Taylor Swift,1,100,145489371,3.6,0,2014,country,19,0
I Wish You Would,Taylor Swift,55,100,145489371,3.45,0,2014,country,19,0
I Wish You Would - Voice Memo,Taylor Swift,0,100,145443567,1.78,0,2014,country,19,0
I'm Not The Only One,Sam Smith,0,81,26275803,3.98,0,2014,soft pop,10,0
Turn Down for What,DJ Snake,70,77,9277034,3.56,0,2013,Other,1,1
Lone Survivor,Steve Jablonsky,39,57,218503,3.63,0,2013,soundtrack,20,0
West Coast,The Neighbourhood,53,83,21598900,4.22,0,2013,Other,3,0
3005,Childish Gambino,4,78,14559779,3.9,1,2013,Other,19,0
Stereo Love,Edward Maya,1,66,342955,4.12,0,2013,Other,15,0
Tampa Bay,Joe Henson,21,17,363,3.32,0,2013,sea shanties,58,0
La Havana,Joe Henson,27,17,363,3.31,0,2013,sea shanties,58,0
Let Her Go,Passenger,64,67,3758862,4.21,0,2013,folk pop,20,0
Best Song Ever,One Direction,76,83,40270893,3.33,0,2013,Other,18,1
You & I,One Direction,79,83,40275440,3.96,0,2013,Other,18,1
Story of My Life,One Direction,84,83,40270893,4.09,0,2013,Other,18,1
human,Christina Perri,52,71,4307803,4.17,0,2013,soft pop,1,0
Headlights,Eminem,38,88,104559284,5.71,1,2013,rap,16,0
Parking Lot - Skit,Eminem,26,88,104517308,0.92,1,2013,rap,16,0
Rap God,Eminem,40,88,104539036,6.05,1,2013,rap,16,0
Rap God,Eminem,74,88,104517308,6.05,1,2013,rap,21,1
Rhyme Or Reason,Eminem,34,88,104559284,5.02,1,2013,rap,16,0
So Far...,Eminem,33,88,104517308,5.29,1,2013,rap,16,0
So Much Better,Eminem,33,88,104584370,4.35,1,2013,rap,16,0
Asshole,Eminem,32,88,104517308,4.81,1,2013,rap,16,0
Bad Girls,M.I.A.,44,66,1475109,3.79,0,2013,Other,16,0
Bad Guy,Eminem,38,88,104517308,7.23,1,2013,rap,16,0
Berzerk,Eminem,40,88,104539036,3.97,1,2013,rap,16,0
Brainless,Eminem,33,88,104539036,4.77,1,2013,rap,16,0
Legacy,Eminem,36,88,104559284,4.93,1,2013,rap,16,0
Love Game,Eminem,34,88,104517308,4.94,1,2013,rap,16,0
Double Bubble Trouble,M.I.A.,29,66,1475258,2.98,0,2013,Other,16,0
Evil Twin - Skit,Eminem,30,88,104517308,7.56,1,2013,rap,16,0
Stronger Than I Was,Eminem,32,88,104517308,5.6,1,2013,rap,16,0
Survival,Eminem,44,88,104539036,4.54,1,2013,rap,16,0
Survival,Eminem,60,88,104584370,4.54,1,2013,rap,21,0
The Monster,Eminem,81,88,104517308,4.16,1,2013,rap,16,1
Impossible,James Arthur,81,79,20852039,3.49,0,2013,soft pop,18,1
Hello Kitty,Avril Lavigne,60,76,12004691,3.27,0,2013,Other,16,0
